Model,MAE,RMSE,R2
CatBoost,24.93404824441053,35.47346177795358,0.6927848757766143
LightGBM,24.997110157584785,35.947808006336416,0.6863852137854138
XGBoost,26.726850509643555,38.05158787545863,0.6487708687782288
